id,accession_number,artist,artistId,title,dateText,creditLine,year,dimensions,width,height,depth,units,inscription,thumbnailUrl
7257,A00227,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00227_8.jpg
7258,A00228,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00228_8.jpg
7259,A00229,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00229_8.jpg
7260,A00230,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00230_8.jpg
7261,A00231,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00231_8.jpg
7262,A00232,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00232_8.jpg
7263,A00233,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00233_8.jpg
7264,A00234,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00234_8.jpg
7265,A00235,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00235_8.jpg
7266,A00236,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00236_8.jpg
7267,A00237,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00237_8.jpg
7268,A00238,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00238_8.jpg
7269,A00239,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00239_8.jpg
7270,A00240,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00240_8.jpg
7271,A00241,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00241_8.jpg
7272,A00242,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00242_8.jpg
7273,A00243,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00243_8.jpg
7274,A00244,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00244_8.jpg
7275,A00245,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00245_8.jpg
7276,A00246,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00246_8.jpg
7277,A00247,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00247_8.jpg
7278,A00248,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00248_8.jpg
7279,A00249,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00249_8.jpg
7280,A00250,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00250_8.jpg
7281,A00251,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00251_8.jpg
7282,A00252,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00252_8.jpg
7283,A00253,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00253_8.jpg
7284,A00254,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00254_8.jpg
7285,A00255,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00255_8.jpg
7286,A00256,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00256_8.jpg
7287,A00257,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00257_8.jpg
7288,A00258,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00258_8.jpg
7289,A00259,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00259_8.jpg
7290,A00260,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00260_8.jpg
7291,A00261,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00261_8.jpg
7292,A00262,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00262_8.jpg
7293,A00263,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00263_8.jpg
7294,A00264,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00264_8.jpg
7295,A00265,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00265_8.jpg
7296,A00266,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00266_8.jpg
7297,A00267,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00267_8.jpg
7298,A00268,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00268_8.jpg
7299,A00269,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00269_8.jpg
7300,A00270,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00270_8.jpg
7301,A00271,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00271_8.jpg
7302,A00272,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00272_8.jpg
7303,A00273,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00273_8.jpg
7304,A00274,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00274_8.jpg
7305,A00275,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00275_8.jpg
7306,A00276,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00276_8.jpg
7307,A00277,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00277_8.jpg
7308,A00278,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00278_8.jpg
7309,A00279,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00279_8.jpg
7310,A00280,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00280_8.jpg
7311,A00281,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00281_8.jpg
7312,A00282,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00282_8.jpg
7313,A00283,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00283_8.jpg
7314,A00284,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00284_8.jpg
7315,A00285,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00285_8.jpg
7316,A00286,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00286_8.jpg
7317,A00287,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00287_8.jpg
7318,A00288,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00288_8.jpg
7319,A00289,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00289_8.jpg
7320,A00290,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00290_8.jpg
7321,A00291,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00291_8.jpg
7322,A00292,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00292_8.jpg
7323,A00293,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00293_8.jpg
7324,A00294,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00294_8.jpg
7325,A00295,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00295_8.jpg
7326,A00296,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00296_8.jpg
7327,A00297,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00297_8.jpg
7328,A00298,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00298_8.jpg
7329,A00299,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00299_8.jpg
7330,A00300,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00300_8.jpg
7331,A00301,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00301_8.jpg
7332,A00302,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00302_8.jpg
7333,A00303,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00303_8.jpg
7334,A00304,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00304_8.jpg
7335,A00305,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00305_8.jpg
7336,A00306,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00306_8.jpg
7337,A00307,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00307_8.jpg
7338,A00308,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00308_8.jpg
7339,A00309,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00309_8.jpg
7340,A00310,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00310_8.jpg
7341,A00311,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00311_8.jpg
7342,A00312,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00312_8.jpg
7343,A00313,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00313_8.jpg
7344,A00314,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00314_8.jpg
7345,A00315,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00315_8.jpg
7346,A00316,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00316_8.jpg
7347,A00317,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00317_8.jpg
7348,A00318,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00318_8.jpg
7349,A00319,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00319_8.jpg
7350,A00320,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00320_8.jpg
7351,A00321,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00321_8.jpg
7352,A00322,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00322_8.jpg
7353,A00323,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00323_8.jpg
7354,A00324,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00324_8.jpg
7355,A00325,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00325_8.jpg
7356,A00326,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00326_8.jpg
7357,A00327,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00327_8.jpg
7358,A00328,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00328_8.jpg
7359,A00329,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00329_8.jpg
7360,A00330,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00330_8.jpg
7361,A00331,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00331_8.jpg
7362,A00332,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00332_8.jpg
7363,A00333,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00333_8.jpg
7364,A00334,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00334_8.jpg
7365,A00335,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00335_8.jpg
7366,A00336,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00336_8.jpg
7367,A00337,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00337_8.jpg
7368,A00338,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00338_8.jpg
7369,A00339,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00339_8.jpg
7370,A00340,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00340_8.jpg
7371,A00341,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00341_8.jpg
7372,A00342,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00342_8.jpg
7373,A00343,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00343_8.jpg
7374,A00344,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00344_8.jpg
7375,A00345,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00345_8.jpg
7376,A00346,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00346_8.jpg
7377,A00347,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00347_8.jpg
7378,A00348,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00348_8.jpg
7379,A00349,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00349_8.jpg
7380,A00350,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00350_8.jpg
7381,A00351,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00351_8.jpg
7382,A00352,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00352_8.jpg
7383,A00353,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00353_8.jpg
7384,A00354,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00354_8.jpg
7385,A00355,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00355_8.jpg
7386,A00356,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00356_8.jpg
7387,A00357,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00357_8.jpg
7388,A00358,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00358_8.jpg
7389,A00359,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00359_8.jpg
7390,A00360,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00360_8.jpg
7391,A00361,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00361_8.jpg
7392,A00362,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00362_8.jpg
7393,A00363,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00363_8.jpg
7394,A00364,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00364_8.jpg
7395,A00365,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00365_8.jpg
7396,A00366,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00366_8.jpg
7397,A00367,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00367_8.jpg
7398,A00368,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00368_8.jpg
7399,A00369,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00369_8.jpg
7400,A00370,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00370_8.jpg
7401,A00371,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00371_8.jpg
7402,A00372,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00372_8.jpg
7403,A00373,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00373_8.jpg
7404,A00374,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00374_8.jpg
7405,A00375,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00375_8.jpg
7406,A00376,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00376_8.jpg
7407,A00377,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00377_8.jpg
7408,A00378,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00378_8.jpg
7409,A00379,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00379_8.jpg
7410,A00380,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00380_8.jpg
7411,A00381,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00381_8.jpg
7412,A00382,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00382_8.jpg
7413,A00383,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00383_8.jpg
7414,A00384,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00384_8.jpg
7415,A00385,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00385_8.jpg
7416,A00386,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00386_8.jpg
7417,A00387,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00387_8.jpg
7418,A00388,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00388_8.jpg
7419,A00389,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00389_8.jpg
7420,A00390,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00390_8.jpg
7421,A00391,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00391_8.jpg
7422,A00392,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00392_8.jpg
7423,A00393,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00393_8.jpg
7424,A00394,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00394_8.jpg
7425,A00395,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00395_8.jpg
7426,A00396,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00396_8.jpg
7427,A00397,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00397_8.jpg
7428,A00398,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00398_8.jpg
7429,A00399,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00399_8.jpg
7430,A00400,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00400_8.jpg
7431,A00401,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00401_8.jpg
7432,A00402,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00402_8.jpg
7433,A00403,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00403_8.jpg
7434,A00404,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00404_8.jpg
7435,A00405,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00405_8.jpg
7436,A00406,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00406_8.jpg
7437,A00407,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00407_8.jpg
7438,A00408,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00408_8.jpg
7439,A00409,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A00/A00409_8.jpg
