id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,totalWorks
1511,"Lijn, Liliane",Female,born 1939,1939,,"New York, United States",,7
1512,"Lim, Kim",Female,1936-1997,1936,1997,Singapore,"London, United Kingdom",59
1513,"Lin, Richard",Male,born 1933,1933,,Chung-hua Min-kuo,,12
10844,Linder,Female,born 1954,1954,,"Liverpool, United Kingdom",,7
1514,"Lindner, Richard",Male,1901-1978,1901,1978,"Hamburg, Deutschland","New York, United States",2
1515,"Lindström, Bengt",Male,born 1925,1925,,Sverige,,1
1516,"Ling, Rita M.",Female,born 1922,1922,,"Wolverhampton, United Kingdom",,1
13288,"Ling, Simon",Male,born 1968,1968,,"London, United Kingdom",,2
15409,"Linke, Simon",Male,born 1958,1958,,"Benalla, Australia",,1
351,"Linnell, John",Male,1792-1882,1792,1882,"London, United Kingdom","Redhill, United Kingdom",73
2268,"Linnell, William",Male,1826-1906,,,,,4
352,"Linton, William",Male,1791-1876,1791,1876,"Liverpool, United Kingdom","London, United Kingdom",1
1517,"Lion, Flora",Female,1878-1958,1878,,"London, United Kingdom",,1
1518,"Lipchitz, Jacques",Male,1891-1973,1891,1973,Lietuva,"Capri, Isola di, Italia",62
1519,"Lissitzky, El",Male,1890-1941,1890,1941,"Pochinok, Rossiya","Moskva, Rossiya",11
1520,"Livens, Horace Mann",Male,1862-1936,1862,1936,"Croydon, United Kingdom","Harrow, United Kingdom",3
2438,"Liverseege, Henry",Male,1803-1832,,,,,1
353,"Llewellyn, Sir William",Male,1858-1941,1858,1941,"Cirencester, United Kingdom","London, United Kingdom",1
2765,"Lloyd, Hilary",Female,born 1964,1964,,"Halifax, United Kingdom",,4
1521,"Lloyd, James",Male,1905-1974,1905,1974,"England, United Kingdom","England, United Kingdom",1
3080,"Lochore, Brad",Male,born 1960,1960,,"Wellington, New Zealand",,2
11946,"Locke, Hew",Male,born 1959,1959,,"Edinburgh, United Kingdom",,1
2514,"Locke, William, of Norbury, Junior",Male,1767-1847,,,,,1
2439,"Locker, Edward Hawke",Male,1777-1849,,,,,2
6007,"Lockhart, Sharon",Female,born 1964,1964,,"Norwood, United States",,2
1522,"Logan, Peter",Male,born 1943,1943,,"Witney, United Kingdom",,1
354,"Logsdail, William",Male,1859-1944,1859,1944,"Lincoln, United Kingdom","Oxfordshire, United Kingdom",1
1523,"Lohse, Richard Paul",Male,1902-1988,1902,,"Zürich, Schweiz",,6
1524,"Loker, John",Male,born 1938,1938,,"Leeds, United Kingdom",,3
1138,"London Gallery, The",,"born ?, born 1948",,,,,1
2570,"Long, Amelia",Female,1772-1837,1772,1837,"London, United Kingdom","Kent, United Kingdom",6
2571,"Long, Charles",Male,1760 or 1-1838,,1838,,"Kent, United Kingdom",1
1525,"Long, Richard",Male,born 1945,1945,,"Bristol, United Kingdom",,68
505,"Longhi, Pietro",Male,1702-1785,1702,1785,"Venezia, Italia","Venezia, Italia",1
1526,"Longo, Robert",Male,born 1953,1953,,"Brooklyn, United States",,3
7268,"Lord, Andrew",Male,born 1950,1950,,"Rochdale, United Kingdom",,5
355,"Lorimer, John Henry",Male,1856-1936,1856,1936,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",1
9596,Los Carpinteros,Male,"born 1969, born 1971",1971,,Cuba,,4
2554,"Loudoun, Edith Maud Rawdon-Hasting, Countess of",Female,1833-1874,,,,,1
1527,"Louis, Morris",Male,1912-1962,1912,1962,"Baltimore Independent City, United States","Washington, United States",5
1528,"Louw, Roelof",Male,born 1936,1936,,"Cape Town, South Africa",,1
1529,"Low, Sir David",Male,1891-1963,1891,1963,"Dunedin, New Zealand","London, United Kingdom",4
1530,"Lowe, Peter",Male,born 1938,1938,,"London, United Kingdom",,2
1531,"Lowinsky, Thomas",Male,1892-1947,1892,1947,"London, United Kingdom","Aldbourne, United Kingdom",3
1532,"Lowndes, Alan",Male,1921-1978,1921,,"Stockport, United Kingdom",,4
1533,"Lowry, L.S.",Male,1887-1976,1887,1976,"England, United Kingdom",Salford,114
11405,"Lozano-Hemmer, Rafael",Male,born 1967,1967,,"Ciudad de México, México",,1
1534,"Lozoff, Abrasha",Male,1887-1936,,,,,1
2708,"Lucas, David",Male,1802-1881,,,,,151
356,"Lucas, John Seymour",Male,1849-1923,,,,,1
2643,"Lucas, Sarah",Female,born 1962,1962,,"London, United Kingdom",,30
2341,Lucio,Male,1929-1998,1929,,"Madrid, España",,1
1535,Lucy and Eegyudluk,,"born c.1918, born c.1930",,,,,2
1536,"Lundquist, Evert",Male,born 1904,1904,,"Stockholm, Sverige",,1
8594,"Lüpertz, Markus",Male,born 1941,1941,,"Liberec, Ceská Republika",,1
16926,"Lye, Len",,,,,,,1
9403,"M/M (Paris, France), Mathias",,founded 1992,,,,,5
357,"Macallum, Hamilton",Male,1841-1896,1841,1896,"Argyll, United Kingdom","Beer, United Kingdom",3
2440,"Macartney, Carlile Henry Hayes",Male,c.1842-1924,,,,,1
358,"Macbeth, Robert Walker",Male,1848-1910,1848,1910,"Glasgow, United Kingdom","London, United Kingdom",1
1537,"MacBryde, Robert",Male,1913-1966,1913,,"Maybole, United Kingdom",,4
359,"Maccallum, Andrew",Male,1821-1902,,,,,2
1538,"Maccari, Mino",Male,1898-1989,1898,1989,"Siena, Italia","Roma, Italia",1
6024,"Macchi, Jorge",Male,born 1963,1963,,"La Plata, Argentina",,2
360,"Maccoll, Dugald Sutherland",Male,1859-1948,1859,1948,"Glasgow, United Kingdom","London, United Kingdom",6
1539,"Macdonald, Frances",Female,1914-2002,1914,,"Wallasey, United Kingdom",,2
361,"Macdonald, Georgina",Female,1840-1920,,,,,1
362,"Macgregor, William York",Male,1855-1923,1855,1923,"Argyll and Bute, United Kingdom",Oban,1
1540,"Mach, David",Male,born 1956,1956,,"Methil, United Kingdom",,2
1541,"Machin, Arnold",Male,1911-1999,1911,1999,Stoke on Trent,"Staffordshire, United Kingdom",3
7507,"Maciá, Oswaldo",Male,born 1960,1960,,"Cartagena, Colombia",,1
1263,"Mack, Heinz",Male,born 1931,1931,,"Lollar, Deutschland",,2
1542,"Mackay, Alex",,,,,,,1
1543,"Mackennal, Sir Bertram",Male,1863-1931,1863,1931,"Melbourne, Australia","Torquay, United Kingdom",2
1544,"Mackenzie, Alexander",Male,1923-2002,1923,2002,"Liverpool, United Kingdom","Penzance, United Kingdom",1
1545,"Mackenzie, Alix",Female,1922-1962,,,,,3
363,"Mackenzie, Frederick",Male,1787-1854,,1854,,"London, United Kingdom",2
1546,"Mackenzie, Warren",Male,born 1924,1924,,"Kansas City, United States",,3
9555,"Mackie, Christina",Female,born 1956,1956,,Canada,,3
1547,"Mackinnon, Sine",Male,1901-1996,1901,,"Newcastle, United Kingdom",,1
1548,"Mackintosh, Charles Rennie",Male,1868-1928,1868,1928,"Glasgow, United Kingdom","London, United Kingdom",1
1549,"Maclaren, Donald",Male,1886-1917,1886,,"Kensington, United Kingdom",,1
365,"Maclise, Daniel",Male,1806-1870,1806,1870,"Cork, Éire","London, United Kingdom",6
1550,"Mactaggart, Sir William",Male,1903-1981,1903,,"Loanhead, United Kingdom",,1
367,"MacWhirter, John",Male,1839-1911,1839,1911,"Scotland, United Kingdom","London, United Kingdom",1
14729,"Madani, Tala",Female,born 1981,1981,,Îran,,2
1551,"Maddox, Conroy",Male,1912-2005,1912,2005,"Hertfordshire, United Kingdom","London, United Kingdom",4
1552,"Maddox, Ronald",Male,born 1930,,,,,3
1553,"Magritte, René",Male,1898-1967,1898,1967,"Lessines, België","Schaerbeek, België",6
1554,"Mahoney, Charles",Male,1903-1968,1903,,"London, United Kingdom",,4
1555,"Maillol, Aristide",Male,1861-1944,1861,1944,"Banyuls-sur-Mer, France","Perpignan, France",4
1557,"Maitec, Ovidiu",Male,born 1925,1925,,"Arad, România",,1
1558,"Maitin, Sam",Male,1928-2004,1928,,"Philadelphia, United States",,7
1559,"Maitland, Paul",Male,1863-1909,1863,1909,"Chelsea, United Kingdom","London, United Kingdom",20
6307,"Majerus, Michel",Male,1967-2002,1967,,"Esch-sur-Alzette, Luxembourg",,4
15619,"Makarius, Sameer",Male,1924-2009,1924,2009,"Al-Qahirah, Misr","Buenos Aires, Argentina",6
1560,"Makowski, Kazimierz",Male,born 1951,,,,,2
2372,"Malchair, John Baptist",Male,1729-1812,1729,,"Köln, Deutschland",,19
1561,"Malevich, Kazimir",Male,1878-1935,1878,1935,"Kiyev, Ukrayina","Sankt-Peterburg, Rossiya",2
2377,"Malinowski, Antoni",Male,born 1955,1955,,"Warszawa, Polska",,1
13714,"Maljkovic, David",Male,born 1973,1973,,"Rijeka, Hrvatska",,1
1562,"Malthouse, Eric",Male,1914-1997,1914,,"Birmingham, United Kingdom",,1
1563,Man Ray,Male,1890-1976,1890,1976,"Philadelphia, United States","Paris, France",12
2233,"Manby, Thomas",Male,c.1660-1690,,1690,,"London, United Kingdom",1
1564,"Mancini, Antonio",Male,1852-1930,1852,1930,"Roma, Italia","Roma, Italia",2
10069,"Mandel, Mike",Male,born 1950,1950,,"Los Angeles, United States",,36
1565,Mane-Katz,Male,1894-1962,1894,1962,"Kremenchug, Ukrayina","Tel Aviv-Yafo, Yisra'el",1
1566,"Manessier, Alfred",Male,1911-1993,1911,,"Saint-Ouen, France",,3
1567,"Manet, Edouard",Male,1832-1883,1832,1883,"Paris, France","Paris, France",1
7741,Mangelos,Male,1921-1987,1921,1987,"id, Jugoslavija","Zagreb, Hrvatska",3
1568,"Mangold, Robert",Male,born 1937,1937,,"North Tonawanda, United States",,9
6614,"Mangolte, Babette",Female,born 1941,1941,,"Jura, France",,2
1569,"Mann, Harrington",Male,1864-1937,1864,1937,"Glasgow, United Kingdom","New York, United States",1
1570,"Manson, James Bolivar",Male,1879-1945,1879,1945,"London, United Kingdom","London, United Kingdom",3
14941,"Mantz, Werner",Male,1901-1983,1901,1983,"Köln, Deutschland","Eijsden, Nederland",10
13085,"Manuel, Antonio",Male,born 1947,1947,,"Aveiro, Portugal",,2
1571,"Manzoni, Piero",Male,1933-1963,1933,1963,"Soncino, Italia","Milano, Italia",5
1572,"Manzu, Giacomo",Male,1908-1991,1908,,"Bergamo, Italia",,5
11413,"Mapplethorpe, Robert",Male,1946-1989,1946,1989,"New York, United States","New York, United States",79
1573,"Mara, Tim",Male,1948-1997,1948,,"Dublin, Éire",,13
1574,"Maraz, Adriana",Female,born 1931,1931,,"Ilirska Bistrica, Slovenija",,2
1575,"Marchand, Jean",Male,1883-1941,1883,1941,"Paris, France","Paris, France",4
1576,"Marchant, Paul",Male,born 1948,,,,,3
6852,"Marclay, Christian",Male,born 1955,1955,,"San Rafael, United States",,1
1577,"Marcoussis, Louis",Male,1878-1941,1878,1941,"Warszawa, Polska","Cusset, France",2
1578,"Marden, Brice",Male,born 1938,1938,,"Bronxville, United States",,64
11145,Marepe,Male,born 1970,1970,,"Santo Antônio de Jesus, Brasil",,1
1579,"Mariani, Carlo Maria",Male,born 1931,1931,,"Roma, Italia",,1
8402,"Mariën, Marcel",Male,1920-1993,1920,1993,"Antwerpen, België","Bruxelles, België",12
1580,"Marin, John",Male,1870-1953,1870,1953,"Rutherford, United States","Addison, United States",1
1581,"Marini, Marino",Male,1901-1980,1901,1980,"Pistoia, Italia","Viareggio, Italia",3
2533,"Marks, Henry Stacy",Male,1829-1898,1829,,"London, United Kingdom",,1
1582,"Markson, Helena",Female,born 1934,1934,,"London, United Kingdom",,1
368,"Marlow, William",Male,1740-1813,1740,1813,"London, United Kingdom","Twickenham, United Kingdom",38
2332,"Marquet, Albert",Male,1875-1947,1875,1947,"Bordeaux, France","Paris, France",1
369,"Marshall, Benjamin",Male,1768-1835,1768,1835,"Leicestershire, United Kingdom","London, United Kingdom",6
8806,"Marshall, William",Male,1923-2007,1923,2007,"Cornwall, United Kingdom",Hayle,2
370,"Marshall, William Calder",Male,1813-1894,1813,1894,"Edinburgh, United Kingdom","London, United Kingdom",1
2515,"Marsingall, A",,19th Century,,,,,1
1583,"Martin, Agnes",Female,1912-2004,1912,,Canada,,7
15125,"Martin, Anne",Female,born 1936,1936,,"London, United Kingdom",,1
2746,"Martin, Barry",Male,born 1943,1943,,"Amersham, United Kingdom",,4
2441,"Martin, Charles",Male,1812 or 20-1906,,,,,68
6591,"Martin, Daria",Female,born 1973,,,,,3
2442,"Martin, Elias",Male,1739-1818,1739,1818,Stockholm,Sverige,3
1584,"Martin, Frank",Male,1921-2005,1921,,"London, United Kingdom",,2
2581,"Martin, J., of Canterbury",,19th Century,,,,,7
371,"Martin, John",Male,1789-1854,1789,1854,"Haydon Bridge, United Kingdom",Douglas,14
1585,"Martin, Kenneth",Male,1905-1984,1905,,"Sheffield, United Kingdom",,45
1586,"Martin, Mary",Female,1907-1969,1907,,"Folkestone, United Kingdom",,7
8897,"Martin, Simon",Male,born 1965,1965,,"Cheshire, United Kingdom",,2
11358,"Martinat Mendoza, Jose Carlos",Male,born 1974,1974,,Perú,,1
372,"Martineau, Robert Braithwaite",Male,1826-1869,1826,,"London, United Kingdom",,5
2338,"Martini, Arturo",Male,1889-1947,1889,1947,"Treviso, Italia","Milano, Italia",1
14609,Marwan (Marwan Kassab Bachi),Male,born 1934,1934,,Suriyah,,1
1587,"Marx, Enid",Female,1902-1998,1902,1998,"London, United Kingdom","Islington, United Kingdom",1
2271,"Masi, Denis",Male,born 1942,1942,,"West Virginia, United States",,2
1588,"Mason, Arnold",Male,1885-1963,1885,1963,"Birkenhead, United Kingdom","London, United Kingdom",1
373,"Mason, George",Male,1818-1872,1818,,"Witley, United Kingdom",,5
1589,"Mason, Raymond",Male,1922-2010,1922,,"Birmingham, United Kingdom",,5
1590,"Masson, André",Male,1896-1987,1896,1987,"Haute-Corse, France","Paris, France",11
374,Master of the Giants,Male,1755-1834,,,,,1
2516,"Masters, E.",,19th Century,,,,,1
1592,"Mathews, Denis",Male,1913-1997,1913,,"Hampstead, United Kingdom",,1
1593,"Matisse, Henri",Male,1869-1954,1869,1954,"Le Cateau-Cambrésis, France","Nice, France",20
1591,"Matschinsky-Denninghof, Brigitte",Female,born 1923,1923,,"Berlin, Deutschland",,2
1594,Matta,Male,1911-2002,1911,,"Santiago, Chile",,2
7732,"Matta-Clark, Gordon",Male,1943-1978,1943,1978,"New York, United States","Nyack, United States",5
2745,"Matthiasdottir, Louisa",Female,1917-2000,1917,,"Reykjavík, Ísland",,1
1595,"Maufra, Maxime",Male,1861-1918,1861,1918,"Nantes, France","Poncé-sur-le-Loir, France",1
1596,"Maundrell, Charles",Male,1860-?c.1924,1860,,"Peckham, United Kingdom",,1
1597,"Maurer, Dora",Female,born 1937,1937,,"Budapest, Magyarország",,2
1598,"Mauve, Anton",Male,1838-1888,1838,1888,"Zaandam, Nederland","Arnhem, Nederland",3
1599,"Maxwell, John",Male,1905-1962,1905,1962,"England, United Kingdom","England, United Kingdom",2
2367,"May, Nicholas",Male,born 1962,1962,,"Limavady, United Kingdom",,2
1600,"May, Phil",Male,1864-1903,1864,1903,"Leeds, United Kingdom","London, United Kingdom",6
5672,"Mayakovsky, Vladimir",,1893-1930,,,,,1
1601,"Mayor, Fred",Male,1865-1916,1865,1916,"North Yorkshire, United Kingdom","London, United Kingdom",1
1602,"Maze, Paul",Male,1887-1979,1887,1979,"Le Havre, France","Chichester, United Kingdom",3
7491,"McCall, Anthony",Male,born 1946,1946,,"London, United Kingdom",,2
2766,"McCarthy, Paul",Male,born 1945,1945,,"Salt Lake City, United States",,7
1603,"McCartney, Linda",Female,1941-1998,1941,1998,"New York, United States","Tucson, United States",14
1604,"McComb, Leonard",Male,born 1930,1930,,"Glasgow, United Kingdom",,13
7026,"McCullin, Don",Male,born 1935,1935,,"London, United Kingdom",,46
9572,"McElheny, Josiah",Male,born 1966,1966,,"Boston, United States",,2
1605,"McEvoy, Ambrose",Male,1878-1927,1878,1927,"Wiltshire, United Kingdom","London, United Kingdom",15
1606,"McEvoy, Mary",Female,1870-1941,1870,1941,"Freshford, Éire","London, United Kingdom",1
1607,"McEwen, Rory",Male,1932-1982,1932,1982,"Scotland, United Kingdom","London, United Kingdom",2
5448,"McFadyen, Jock",Male,born 1950,1950,,"Paisley, United Kingdom",,2
1608,"McFall, David B.",Male,1919-1988,1919,,"Glasgow, United Kingdom",,1
2393,"McHale, John",Male,1922-1978,,,,,3
2335,"McKeever, Ian",Male,born 1946,1946,,"Withernsea, United Kingdom",,42
2194,"McKenna, Stephen",Male,born 1939,1939,,"London, United Kingdom",,5
8631,"McKenzie, Lucy",Female,born 1977,1977,,"Glasgow, United Kingdom",,1
1609,"McKinnon, Michael",Male,born 1940,,,,,4
364,"McLachlan, Thomas Hope",Male,1845-1897,,,,,1
2787,"McLaughlin, John",Male,1898-1976,1898,1976,"Sharon, United States","Dana Point, United States",1
1610,"McLean, Bruce",Male,born 1944,1944,,"Glasgow, United Kingdom",,21
1611,"McLean, John",Male,born 1939,1939,,"Liverpool, United Kingdom",,1
1612,"McMillan, William",Male,1887-1977,1887,,"Aberdeen, United Kingdom",,1
2387,"McQueen, Steve",Male,born 1969,1969,,"London, United Kingdom",,5
366,"McTaggart, William",Male,1835-1910,1835,1910,"Argyll and Bute, United Kingdom","Midlothian, United Kingdom",3
1613,"McWilliam, F.E.",Male,1909-1992,1909,,"Down, United Kingdom",,9
1625,"Metrovic, Ivan",Male,1883-1962,1883,1962,Hrvatska,"South Bend, United States",5
1614,"Mead, Dorothy",Female,1928-1975,1928,,"London, United Kingdom",,1
1615,"Meadows, Bernard",Male,1915-2005,1915,,"Norwich, United Kingdom",,14
7084,"Meadows, Jason",Male,born 1972,1972,,"Indianapolis, United States",,1
7213,"Medalla, David",Male,born 1942,1942,,"Manila, Pilipinas",,1
1616,"Medley, Robert",Male,1905-1994,1905,,"London, United Kingdom",,10
1617,"Mednikoff, Reuben",Male,1906-1975,1906,1975,"London, United Kingdom","Bexhill-on-Sea, United Kingdom",1
1618,"Mehring, Howard",Male,born 1931,1931,,"Washington, United States",,1
1619,"Meidner, Else",Female,1901-1987,1901,,"Berlin, Deutschland",,1
6633,"Meireles, Cildo",Male,born 1948,1948,,"Rio de Janeiro, Brasil",,29
9674,"Mekas, Jonas",Male,born 1922,1922,,Lietuva,,1
2646,"Melland, Sylvia",Female,1906-1993,1906,,"Altrincham, United Kingdom",,1
1620,"Mellis, Margaret",Female,1914-2009,1914,,Zhonghua,,4
11955,"Mellors, Nathaniel",Male,born 1974,1974,,"Doncaster, United Kingdom",,1
17135,"Melnikov, Dmitrii",,1899 - 1962,,,,,1
375,"Melville, Arthur",Male,1855-1904,1855,1904,"Angus, United Kingdom","Whiteley Village, United Kingdom",2
11167,"Mendieta, Ana",Female,1948-1985,1948,1985,"La Habana, Cuba","New York, United States",5
1621,"Meneeley, Ed",Male,born 1927,1927,,"Wilkes-Barre, United States",,1
1622,"Meninsky, Bernard",Male,1891-1950,1891,1950,Ukrayina,"London, United Kingdom",4
376,"Menpes, Mortimer",Male,1855-1939,1855,,"Port Adelaide, Australia",,1
377,"Mercier, Philip",Male,?1689-1760,1689,1760,"Berlin, Deutschland","London, United Kingdom",3
2538,"Merivale, Francis",,,,,,,1
378,"Merritt, Anna Lea",Female,1844-1930,1844,1930,"Philadelphia, United States","Hurstbourne Tarrant, United Kingdom",1
1623,"Merz, Mario",Male,1925-2003,1925,2003,"Milano, Italia","Milano, Italia",6
12525,"Merz, Marisa",Female,born 1931,1931,,"Torino, Italia",,4
1624,"Mesens, E.L.T.",Male,1903-1971,1903,1971,"Bruxelles, België","London, United Kingdom",4
2670,"Messager, Annette",Female,born 1943,1943,,"Berck, France",,1
1626,"Methuen, Lord",Male,1886-1974,1886,,"Corsham, United Kingdom",,5
7196,"Metzger, Gustav",Male,born 1926,1926,,"Noremburg, Deutschland",,9
1627,"Metzinger, Jean",Male,1883-1956,1883,1956,"Nantes, France","Paris, France",1
4547,"Meyer, Bill",Male,born 1942,1942,,"Melbourne, Australia",,5
6872,"Meyer, Klaus",Male,1918-2002,1918,,"Berlin, Deutschland",,15
9059,"Michael, Alan",Male,born 1967,1967,,"Glasgow, United Kingdom",,1
1628,"Michaux, Henri",Male,1899-1984,1899,,"Namur, België",,2
1629,"Michell, Keith",Male,born 1928,,,,,14
2706,"Michelmore, Richard",Male,1928 - 2005,,,,,1
1630,"Middleditch, Edward",Male,1923-1987,1923,,"Chelmsford, United Kingdom",,4
5975,"Mikhailov, Boris",Male,born 1938,1938,,"Kharkov, Ukrayina",,14
379,"Millais, Sir John Everett, Bt",Male,1829-1896,1829,1896,"Southampton, United Kingdom","London, United Kingdom",65
1631,"Millares, Manolo",Male,1926-1972,1926,1972,"Las Palmas de Gran Canaria, España","Madrid, España",2
1632,"Miller, Godfrey",Male,1893-1964,1893,1964,"Wellington, New Zealand","Sydney, Australia",1
12117,"Miller, Harland",Male,born 1964,1964,,"Yorkshire, United Kingdom",,1
2195,"Miller, Jack",Male,1945-2004,1935,,"Edinburgh, United Kingdom",,3
2561,"Miller, James",Male,exhibited 1773-1791,,,,,1
1633,"Milles, Carl",Male,1875-1955,1875,1955,"Lagan, Sverige","Lidingö, Sverige",3
1634,"Millet, Francis Davis",Male,1846-1912,1846,,"Mattapoisett, United States",,1
2624,"Millington, Professor",Male,18th Century,,,,,1
1635,"Millington, Terence",Male,born 1942,1942,,"Birmingham, United Kingdom",,1
380,"Millner, William Edwards",Male,1849-1895,,,,,1
1636,"Milne, John",Male,1931-1978,1931,,"Lancashire, United Kingdom",,1
1637,"Milne, Malcolm",Male,1887-1954,1887,1954,"England, United Kingdom",Oxford,1
1638,"Milow, Keith",Male,born 1945,1945,,"London, United Kingdom",,18
2220,"Milroy, Lisa",Female,born 1959,1959,,"Vancouver, Canada",,16
1639,"Milton, Peter",Male,born 1930,1930,,"Montgomery, United States",,1
