id,name,gender,dates,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,totalWorks
1357,"Jaray, Tess",Female,born 1937,1937,,"Wien, Österreich",,2
2327,"Jarman, Derek",Male,1942-1994,1942,,"Kent, United Kingdom",,1
18265,"Jayasankar, KP",Male,,,,,,1
16444,"Jeanneret, Pierre",Male,1896-1967,1896,1967,"Genève, Schweiz","Genève, Schweiz",1
2434,"Jefferys, James",Male,c.1751-1784,1751,1784,"Maidstone, United Kingdom","London, United Kingdom",1
1358,"Jemec, Andrej",Male,born 1934,1934,,"Ljubljana, Slovenija",,2
1359,"Jenkins, Paul",Male,1923-2012,1923,2012,"Kansas City, United States","New York, United States",1
2779,"Jenney, Neil",Male,born 1945,1945,,"Torrington, United States",,1
1360,"Jennings, Humphrey",Male,1907-1950,1907,1950,"Walberswick, United Kingdom",Ellás,3
296,"Jennings, William George",Male,1763-1854,,,,,1
2275,"Jensen, Bill",Male,born 1945,1945,,"Minneapolis, United States",,2
10804,"Jensen, Sergej",Male,born 1973,1973,,Danmark,,2
1361,"Jesih, Boris",Male,born 1943,1943,,"kofja Loka, Slovenija",,1
14318,Jess,Male,1923-2004,1923,2004,"Long Beach, United States","San Francisco, United States",1
1362,"John, Augustus, OM",Male,1878-1961,1878,1961,"Tenby, United Kingdom","Fordingbridge, United Kingdom",42
1363,"John, Gwen",Female,1876-1939,1876,1939,"Haverfordwest, United Kingdom","Dieppe, France",14
3083,"John, Richard Johnny",Male,,,,,,1
1364,"John, Sir William Goscombe",Male,1860-1952,1860,1952,"Cardiff, United Kingdom","London, United Kingdom",2
1365,"Johns, Jasper",Male,born 1930,1930,,"Augusta, United States",,32
1366,"Johnson, Ben",Male,born 1946,1946,,"Llandudno, United Kingdom",,1
298,"Johnson, Charles Edward",Male,1832-1913,,,,,1
297,"Johnson, Cornelius",Male,1593-1661,1593,1661,"London, United Kingdom","Utrecht, Nederland",7
299,"Johnson, James",Male,1803-1834,1803,,"Bristol, United Kingdom",,1
16660,"Johnson, Ray",Male,1927-1995,1927,1995,"Detroit, United States","Sag Harbor, United States",1
4721,"Johnson, Thomas",Male,c.1628-1685,,,,,2
1367,"Johnstone, William",Male,1897-1981,1897,,"Scottish Borders, United Kingdom",,24
7726,"Jonas, Joan",Female,born 1936,1936,,"New York, United States",,1
1368,"Jones, Allen",Male,born 1937,1937,,"Southampton, United Kingdom",,59
1369,"Jones, Barbara",Female,1912-1978,1912,,"Croydon, United Kingdom",,3
1370,"Jones, David",Male,1895-1974,1895,1974,"Kent, United Kingdom","Harrow, United Kingdom",13
1371,"Jones, Fred Cecil",Male,1891-1956,1891,1956,"Bradford, United Kingdom","Pudsey, United Kingdom",1
2776,"Jones, Gareth",Male,born 1965,1965,,United Kingdom,,1
300,"Jones, George",Male,1786-1869,,,,,1046
1372,"Jones, Harold",Male,1904-1992,1904,,"Romford, United States",,1
2682,"Jones, Sarah",Female,born 1959,1959,,"London, United Kingdom",,4
1373,"Jones, Stanley",Male,born 1933,1933,,"Wigan, United Kingdom",,4
301,"Jones, Thomas",Male,1742-1803,1742,1803,"Powys, United Kingdom","Powys, United Kingdom",11
2221,"Jones, William",Male,active 1738-1749,,,,,2
11551,"Jones, Zebedee",Male,born 1970,1970,,"London, United Kingdom",,1
1374,"Jonzen, Karin",Female,1914-1998,1914,,"London, United Kingdom",,1
13897,"Joreige, Lamia",Female,born 1972,1972,,"Bayrut, Al-Lubnan",,4
1375,"Jorn, Asger",Male,1914-1973,1914,1973,"Jylland, Danmark","Århus, Danmark",5
1376,"Joseph, Lily D.",Female,1863-1940,1863,1940,Bermondsey,"London, United Kingdom",1
1377,"Joseph, Peter",Male,born 1929,1929,,"London, United Kingdom",,2
11821,"Joseph, Pierre",Male,born 1965,,,,,1
302,"Joseph, Samuel",Male,c.1790-1850,,,,,1
10599,"Joy, John",Male,1806-1866,,,,,1
10598,"Joy, William",Male,1803-1867,,,,,1
12046,"Joyce, Paul",Male,born 1944,,,,,1
1378,"Judd, Donald",Male,1928-1994,1928,1994,"Excelsior Springs, United States","New York, United States",41
4019,"Julien, Isaac",Male,born 1960,1960,,"London, United Kingdom",,1
9484,"Jungen, Brian",Male,born 1970,1970,,"Fort Saint John, Canada",,1
1379,"Jungman, Nico",Male,1872-1935,1872,1935,"Amsterdam, Nederland","London, United Kingdom",1
7637,"Just, Jesper",Male,born 1974,1974,,"København, Danmark",,1
3092,K.O.S.,,,,,,,2
3464,"Kabakov, Emilia",Female,born 1945,1945,,"Dnepropetrovsk, Ukrayina",,1
1380,"Kadishman, Menashe",Male,born 1932,1932,,"Tel Aviv-Yafo, Yisra'el",,41
1381,"Kahn, Erich",Male,1904-1979,1904,1979,"Stuttgart, Deutschland","London, United Kingdom",1
2621,"Kaisermann, Franz",Male,1765-1833,1765,1833,"Yverdon, Schweiz","Roma, Italia",1
1382,"Kandinsky, Wassily",Male,1866-1944,1866,1944,"Moskva, Rossiya","Neuilly-sur-Seine, France",4
7631,"Kane, Alan",Male,born 1961,1961,,"Nottingham, United Kingdom",,2
1383,"Kanovitz, Howard",Male,1929 - 2009,1929,,"Fall River, United States",,3
18243,"Kanwar, Amar",,born 1964,,,,,1
1384,"Kapoor, Anish",Male,born 1954,1954,,"Bombay, Bharat",,49
15930,"Karamustafa, Gulsun",Female,born 1946,1946,,Türkiye,,1
2734,"Karshan, Linda",Female,born 1947,1947,,"Minneapolis, United States",,6
1386,"Katz, Alex",Male,born 1927,1927,,"Brooklyn, United States",,29
1387,"Kauffman, Craig",Male,1932-2010,1932,2010,"Los Angeles, United States","Angeles, Pilipinas",1
303,"Kauffmann, Angelica",Female,1741-1807,1741,1807,"Chur, Schweiz","Roma, Italia",2
1388,"Kaufmann, Isidor",Male,1854-1921,1854,1921,"Arad, România","Wien, Österreich",1
1389,"Kavanagh, John F.",Male,1903-1984,1903,,"Birr, Éire",,1
12834,"Kawara, On",Male,1933,1933,,Nihon,,1
2701,"Kay, Emma",Female,born 1961,1961,,"London, United Kingdom",,2
16495,"Keen, Jeff",Male,1923 - 2012,1923,,"Trowbridge, United Kingdom",,4
304,"Keene, Charles Samuel",Male,1823-1891,1823,1891,"London, United Kingdom","London, United Kingdom",54
1390,"Keeping, Charles",Male,1924-1988,1924,,"London, United Kingdom",,1
305,"Keirincx, Alexander",Male,1600-1652,1600,1652,"Antwerpen, België","Amsterdam, Nederland",1
6782,"Kelley, Mike",Male,1954-2012,1954,2012,"Detroit, United States","Los Angeles, United States",107
1391,"Kelly, Ellsworth",Male,born 1923,1923,,"Newburgh, United States",,28
1392,"Kelly, Felix",Male,1916-1994,1916,1994,"Auckland, New Zealand","Devon, United Kingdom",1
1393,"Kelly, Francis",Male,1927 - 2012,1927,,"Saint Paul, United States",,1
1395,"Kelly, Mary",Female,born 1941,1941,,"Albert Lea, United States",,2
1394,"Kelly, Sir Gerald",Male,1879-1972,1879,,"London, United Kingdom",,7
9590,"Kelm, Annette",Female,born 1975,1975,,"Stuttgart, Deutschland",,6
1396,"Kemeny, Zoltan",Male,1907-1965,1907,1965,"Transilvania, România","Zürich, Schweiz",4
1397,"Kemp-Welch, Lucy",Female,1869-1958,1869,1958,"Bournemouth, United Kingdom","Watford, United Kingdom",2
10184,"Kennard, Peter",Male,born 1949,1949,,"London, United Kingdom",,15
1398,"Kennet, Lady",Female,1878-1947,1878,,"Nottinghamshire, United Kingdom",,1
1399,"Kennington, Eric",Male,1888-1960,1888,1960,"Chelsea, United Kingdom","Reading, United Kingdom",15
306,"Kennington, Thomas Benjamin",Male,1856-1916,1856,1916,"Grimsby, United Kingdom","London, United Kingdom",1
1400,"Kenny, Michael",Male,1941-1999,1941,,"Liverpool, United Kingdom",,2
2680,"Kentridge, William",Male,born 1955,1955,,"Johannesburg, South Africa",,20
307,"Kerr, Charles Henry Malcolm",Male,1858-1907,,,,,2
7945,"Kerrich, Thomas",Male,1748-1828,,,,,11
1401,"Kerr-Lawson, James",Male,1865-1939,1865,1939,"Anstruther, United Kingdom","London, United Kingdom",1
1402,"Kessell, Mary",Female,1914-1977,1914,,"London, United Kingdom",,1
1403,"Kestelman, Morris",Male,1905-1998,1905,,"London, United Kingdom",,1
308,"Kettle, Tilly",Male,1734 or 5-1786,1734,1786,"Exeter, United States",Suriyah,2
1404,"Key, Joan",Female,born 1948,1948,,"Lancashire, United Kingdom",,1
2406,"Khakhar, Bhupen",Male,1934-2003,1934,2003,"Bombay, Bharat","Baroda, Bharat",1
14889,"Kher, Bharti",Female,born 1969,1969,,"London, United Kingdom",,1
6589,"Kiaer, Ian",Male,born 1971,1971,,"London, United Kingdom",,2
5676,"Kibardin, Georgii",,1903-63,,,,,1
1405,"Kidner, Michael",Male,1917-2009,1917,,"Kettering, United Kingdom",,11
1406,"Kiefer, Anselm",Male,born 1945,1945,,"Donaueschingen, Deutschland",,25
3068,"Kienholz, Edward",Male,1927-1994,1927,1994,"Fairfield, United States","Hope, United States",2
1407,"Kiff, Ken",Male,1935-2001,1935,2001,"Dagenham, United Kingdom","London, United Kingdom",6
2788,"Kilpper, Thomas",Male,born 1956,1956,,"Stuttgart, Deutschland",,22
1408,"Kindersley, David",Male,1915-1995,,,,,2
1409,"King, Cecil",Male,1921-1986,1921,1986,"Rathdrum, Éire","Dublin, Éire",7
1410,"King, Jeremy",Male,born 1933,1933,,"Oundle, United Kingdom",,5
309,"King, John Henry Yeend",Male,1855-1924,1855,1924,"London, United Kingdom","London, United Kingdom",1
1411,"King, Phillip",Male,born 1934,1934,,"Carthage, Tunis",,8
1412,"King, Ronald",Male,born 1932,1932,,"Great Britain, United Kingdom",,1
2763,"King, Scott",Male,born 1969,1969,,"Goole, United Kingdom",,1
1413,"Kinley, Peter",Male,1926-1988,1926,,"Wien, Österreich",,8
2435,"Kinnard, W.",Male,active 1807-1828,,,,,1
6711,"Kippenberger, Martin",Male,1953-1997,1953,1997,"Dortmund, Deutschland","Wien, Österreich",109
1414,"Kirchner, Ernst Ludwig",Male,1880-1938,1880,1938,"Aschaffenburg, Deutschland","Frauenkirch, Schweiz",1
1415,"Kirk, Eve",Female,1900-1969,1900,,"London, United Kingdom",,1
2238,"Kirkeby, Per",Male,born 1938,1938,,"København, Danmark",,56
16033,"Kitadai, Shozo",Male,1921-2001,,,,,10
1416,"Kitaj, R.B.",Male,1932-2007,1932,,"Chagrin Falls, United States",,179
1417,"Klee, Paul",Male,1879-1940,1879,,"Münchenbuchsee, Schweiz",,10
2210,"Klein, Astrid",Female,born 1951,1951,,"Köln, Deutschland",,1
2764,"Klein, Jochen",Male,1967-1997,,,,,1
1418,"Klein, Yves",Male,1928-1962,1928,1962,"Nice, France","Paris, France",1
1419,"Kline, Franz",Male,1910-1962,1910,1962,"Wilkes-Barre, United States","New York, United States",1
1420,"Klinghoffer, Clara",Female,1900-1970,1900,,Österreich,,1
689,"Klossowski de Rola, Balthus",Male,1908-2001,1908,,"Paris, France",,3
5677,"Klutsis, Gustav",,1895-1944,,,,,3
1422,"Kneale, Bryan",Male,born 1930,1930,,Douglas,,4
310,"Kneller, Sir Godfrey",Male,1646-1723,1646,1723,"Lübeck, Deutschland","London, United Kingdom",8
311,"Knight, Charles Parsons",Male,1829-1897,,,,,1
1424,"Knight, Dame Laura",Female,1877-1970,1877,1970,"Long Eaton, United Kingdom","Saint John's Wood, United Kingdom",2
1423,"Knight, Harold",Male,1874-1961,1874,1961,"Nottingham, United Kingdom","Gloucestershire, United Kingdom",1
313,"Knight, John Baverstock",Male,1785-1859,1785,1859,"Dorset, United Kingdom","Dorset, United Kingdom",3
314,"Knight, John Prescott",Male,1803-1881,1803,,"Stafford, United Kingdom",,1
312,"Knight, John William Buxton",Male,1842-1908,1842,1908,"Sevenoaks, United Kingdom","Dover, United Kingdom",3
315,"Knight, Joseph",Male,1837-1909,,,,,1
1425,"Knights, Winifred",Female,1899-1947,1899,1947,"London, United Kingdom","London, United Kingdom",2
1426,"Knowles, Justin",Male,1935-2004,1935,,"Exeter, United Kingdom",,27
1427,"Koch, Eleanor",Female,born 1926,,,,,1
17121,"Kochergin, Nikolai",,1897 - 1974,,,,,1
1428,"Koenig, Ghisha",Female,1921-1993,1921,,"London, United Kingdom",,4
5645,"Kogout, Nikolai",,1891-1959,,,,,1
10838,"Koh, Terence",Male,born 1977,1977,,"Beijing, Zhonghua",,1
1429,"Kohn, Misch",Female,1916-2002,1916,2002,"Kokomo, United States","Castro Valley, United States",1
1430,"Kokoschka, Oskar",Male,1886-1980,1886,1980,"Pöchlarn, Österreich","Montreux, Schweiz",31
2209,"Kolár, Jirí",Male,1914-2002,1914,2002,"Protivín, Ceská Republika","Praha, Ceská Republika",4
12618,"Kolárová, Bela",Female,1923-2010,1923,2010,"Terezín, Ceská Republika","Praha, Ceská Republika",1
1431,"Kolíbal, Stanislav",Male,born 1925,1925,,"Orlová, Ceská Republika",,1
10345,"Koller, Július",Male,1939-2007,1939,2007,"Pietany, Slovenská Republika","Bratislava, Slovenská Republika",20
15101,"Komatsu, André",Male,born 1978,1978,,"São Paulo, Brasil",,1
14424,"Komura, Kiyohiko",,1899-1969,,,,,4
1432,"Konzal, Joseph",Male,1905-1994,1905,1994,"Milwaukee, United States","New York, United States",1
10562,"Koo, Jeong-A",Female,born 1967,1967,,Taehan Min'guk,,1
1433,"Kooning, Willem de",Male,1904-1997,1904,1997,"Rotterdam, Nederland","East Hampton, United States",6
2368,"Koons, Jeff",Male,born 1955,1955,,"York, United States",,21
1434,"Koppel, Heinz",Male,1919-1980,1919,,"Berlin, Deutschland",,2
10328,"Kopystiansky, Igor",Male,born 1954,1954,,"L`viv, Ukrayina",,1
10329,"Kopystiansky, Svetlana",Female,born 1950,1950,,"Voronezh, Ukrayina",,1
1435,"Korner, John",Male,born 1913,1913,,"Morava, Ceská Republika",,1
11583,"Koshimizu, Susumu",Male,born 1944,1944,,Nihon,,1
1436,"Kossoff, Leon",Male,born 1926,1926,,"London, United Kingdom",,118
1437,"Kosuth, Joseph",Male,born 1945,1945,,"Toledo, United States",,3
1438,"Kounellis, Jannis",Male,born 1936,1936,,"Piraiévs, Ellás",,33
10668,"Kovanda, Jiri",Male,born 1953,1953,,"Praha, Ceská Republika",,4
17127,"Kozlinsky, Vladimir",,1891 - 1967,,,,,1
1439,"Kramer, Harry",Male,born 1925,1925,,"Lingen, Deutschland",,2
1440,"Kramer, Jacob",Male,1892-1962,1892,,Ukrayina,,4
10009,"Krasinski, Edward",Male,1925-2004,1925,2004,"Lutsk, Ukrayina","Warszawa, Polska",8
1441,"Krasner, Lee",Female,1908-1984,1908,1984,"New York, United States","New York, United States",1
1442,"Krsinic, Frano",Male,1897-1981,1897,1981,"Korcula, Otok, Hrvatska","Zagreb, Hrvatska",1
1443,"Kruger, Barbara",Female,born 1945,1945,,"Newark, United States",,1
1444,"Krzywoblocki, Wojciech",Male,born 1938,1938,,"L'viv, Ukrayina",,1
1445,"Kudryashov, Oleg",Male,born 1932,1932,,"Moskva, Rossiya",,2
7334,"Kuitca, Guillermo",Male,born 1961,1961,,"Buenos Aires, Argentina",,1
1446,"Kulmer, Ferdinand",Male,1925-1998,1925,,France,,1
1447,"Kunkel, Don",Male,born 1933,,,,,1
1448,"Kunst, Mauro",Male,born 1930,1930,,"São Paulo, Brasil",,6
2784,"Kuper, Roi",Male,born 1956,1956,,Yisra'el,,8
1449,"Kupka, Frantisek",Male,1871-1957,1871,1957,"Opocno, Ceská Republika","Puteaux, France",1
10169,"Kuri, Gabriel",Male,born 1970,1970,,México,,1
8094,"Kusama, Yayoi",Female,born 1929,1929,,"Matsumoto, Nihon",,1
1450,"Kushner, Robert",Male,born 1949,1949,,"Pasedena, United States",,1
10957,KwieKulik,,"born 1945, born 1947",,,,,1
1453,"La Dell, Edwin",Male,1914-1970,1914,,"Coventry, United Kingdom",,1
6359,"La Noue, Terence",Male,born 1941,1941,,"Hammond, United States",,8
331,"La Thangue, Henry Herbert",Male,1859-1929,1859,1929,"London, United Kingdom","London, United Kingdom",2
1451,"Laabs, Hans",Male,1915-2004,1915,2004,"Trzebiatów, Polska","Berlin, Deutschland",1
2622,"Labruzzi, Carlo",Male,1748-1817,1748,1817,"Roma, Italia","Perugia, Italia",7
1452,"Lacey, Bruce",Male,born 1927,1927,,"London, United Kingdom",,2
13736,"Lacy, Suzanne",,born 1945,,,,,1
316,"Ladbrooke, Robert",Male,1770-1842,1770,1842,"Norwich, United Kingdom","Norwich, United Kingdom",1
317,"Laidlay, William James",Male,1846-1912,,,,,1
1454,"Laing, Gerald",Male,1936-2011,1936,2011,"Newcastle upon Tyne, United Kingdom","Scotland, United Kingdom",1
2511,"Laing, J.S.",Male,active 1847,,,,,5
2633,Lairesse,,,,,,,7
2639,"Lalic, Maria",Female,born 1952,1952,,"Yorkshire, United Kingdom",,6
1455,"Lam, Wifredo",Male,1902-1982,1902,1982,"Sagua la Grande, Cuba","Paris, France",2
1456,"Lamb, Henry",Male,1883-1960,1883,1960,"Adelaide, Australia","Salisbury, United Kingdom",10
1457,"Lamb, Lynton",Male,1907-1977,1907,1977,Bharat,"England, United Kingdom",1
2512,Lambert,Male,,,,,,1
318,"Lambert, George",Male,1700-1765,1700,1765,"Kent, United Kingdom","London, United Kingdom",5
319,"Lambert, James",Male,1725-1779 or 88,1725,1779,"Willingdon, United Kingdom","Lewes, United Kingdom",1
1458,"Lambert, Maurice",Male,1901-1964,1901,,"Paris, France",,4
4733,"Lambie, Jim",Male,born 1964,1964,,"Glasgow, United Kingdom",,4
1459,"Lambourn, George",Male,1900-1977,1900,,"London, United Kingdom",,1
8787,"Lamelas, David",Male,born 1946,1946,,"Buenos Aires, Argentina",,3
1460,"Lancaster, Mark",Male,born 1938,1938,,"England, United Kingdom",,6
1461,"Lancaster, Osbert",Male,1908-1986,1908,,"London, United Kingdom",,2
320,"Lancaster, Rev. Richard Hume",Male,1773-1853,,,,,2
321,"Lance, George",Male,1802-1864,,,,,4
1462,"Lanceley, Colin",Male,born 1938,1938,,"Dunedin, New Zealand",,25
1463,"Lander, Reginald",Male,born 1913,,,,,2
2665,"Landers, Sean",Male,born 1962,1962,,"Palmer, United States",,1
1464,"Landsaat, Hans",Male,born 1935,1935,,"Amsterdam, Nederland",,21
322,"Landseer, Charles",Male,1799-1879,,,,,4
323,"Landseer, Sir Edwin Henry",Male,1802-1873,1802,1873,"London, United Kingdom","London, United Kingdom",27
2409,"Landy, Michael",Male,born 1963,1963,,"London, United Kingdom",,26
2660,"Lane, Abigail",Female,born 1967,1967,,"Penzance, United Kingdom",,1
324,"Lane, Samuel",Male,1780-1859,1780,1859,"King's Lynn, United Kingdom","Ipswich, United Kingdom",1
325,"Lane, Theodore",Male,1800-1828,,,,,1
1465,"Lang, Daniel",Male,born 1935,1935,,"Tulsa, United States",,2
9075,"Lange, Dorothea",Female,1895-1965,1895,,"Hoboken, United States",,1
2599,"Langlands and Bell, Ben and Nikki",,"born 1955, born 1959",,,,,13
1466,"Langlois, Denis",Male,born 1945,,,,,1
326,"Lanteri, Edouard",Male,1848-1917,1848,1917,"Auxerre, France","London, United Kingdom",3
1467,"Lanyon, Peter",Male,1918-1964,1918,1964,"Saint Ives, United Kingdom","Taunton, United Kingdom",22
327,"Laporte, George Henry",Male,1799-1873,1799,1873,"Hannover, Deutschland","Paddington, United Kingdom",1
328,"Laporte, John",Male,1761-1839,,,,,17
3087,"Large, Valerie",Female,,,,,,1
1468,"Larionov, Michel",Male,1881-1964,1881,1964,"Tiraspol, Moldova","Fontenay-aux-Roses, France",5
329,"Laroon, Marcellus, the Younger",Male,1679-1772,1679,1772,"Chiswick, United Kingdom","Oxford, United Kingdom",5
11403,"Lartigue, Jacques-Henri",Male,1894-1986,1894,1986,"Courbevoie, France","Nice, France",1
1469,"Laszlo de Lombos, Philip Alexius",Male,1869-1937,1869,1937,"Budapest, Magyarország","London, United Kingdom",1
330,"Latham, James",Male,1696-1747,1696,1747,"Munster, Éire","Dublin, Éire",1
1470,"Latham, John",Male,1921- 2006,1921,2006,Zimbabwe,"London, United Kingdom",23
1471,"Lattanzi, Luciano",Male,1925-1999,1925,,"Carrara, Italia",,1
2436,"Laurence, Samuel",Male,1812-1884,,,,,10
1472,"Laurencin, Marie",Female,1885-1956,1885,1956,"Paris, France","Paris, France",2
1473,"Laurens, Henri",Male,1885-1954,1885,1954,"Paris, France","Paris, France",6
1474,"Laurie, Robin",,,,,,,1
1475,"Lausen, Jens",Male,born 1937,1937,,"Hamburg, Deutschland",,4
332,"Lavery, Sir John",Male,1856-1941,1856,1941,"Belfast, United Kingdom","Kilkenny, Éire",8
2623,"Law, Alfred",Male,19th Century,,,,,1
1476,"Law, Bob",Male,1934-2004,1934,,"Brentford, United Kingdom",,21
333,"Lawes-Wittewronge, Sir Charles, Bt",Male,1843-1911,,,,,1
8140,"Lawler, Louise",Female,born 1947,1947,,"Hazleton, United States",,3
1477,"Lawrence, Eileen",Female,born 1946,1946,,"Leith, United Kingdom",,1
334,"Lawrence, Sir Thomas",Male,1769-1830,1769,1830,"Bristol, United Kingdom","London, United Kingdom",19
335,"Lawson, Cecil",Male,1851-1882,1851,1882,"Wellington, United Kingdom","London, United Kingdom",2
16123,"Lawson, Thomas",Male,born 1951,1951,,"Glasgow, United Kingdom",,1
1479,"Le Bas, Edward",Male,1904-1966,1904,,"London, United Kingdom",,4
1480,"Le Brocquy, Louis",Male,1916-2012,1916,2012,"Dublin, Éire","Dublin, Éire",11
1481,"Le Brun, Christopher, PRA",Male,born 1951,1951,,"Portsmouth, United Kingdom",,65
338,"Le Capelain, Jean",Male,1814-1848,1814,1848,Saint Hélier,Jersey,4
1483,Le Corbusier,Male,1887-1965,1887,1965,"La Chaux-de-Fonds, Schweiz","Roquebrune, France",1
17924,"Le Marchand, David",,1674-1726,,,,,1
1494,"Le Parc, Julio",Male,born 1928,1928,,"Mendoza, Argentina",,3
345,"Le Piper, Francis",Male,?1640-1695,,,,,4
1495,"Le Sidaner, Henri",Male,1862-1939,1862,,"Mauritius, Mauritius",,1
17197,"Le Sueur, Hubert",,c.1590 - after 1658,,,,,2
1503,"Le Witt, Jan",Male,1907-1991,1907,,"Czestochowa, Polska",,1
1478,"Leach, Bernard",Male,1887-1979,1887,,"Hong Kong, Zhonghua",,46
7651,"Leach, David",Male,1911-2005,1911,,"Tokyo, Nihon",,1
8805,"Leach, Janet",Female,1918-1997,1918,1997,"Grand Saline, United States","Saint Ives, United Kingdom",3
336,"Leader, Benjamin Williams",Male,1831-1923,1831,1923,"England, United Kingdom",Shere,1
2642,"Leaman, Jonathan",Male,born 1954,1954,,"London, United Kingdom",,1
10681,"Leapman, Edwina",Female,born 1934,1934,,"Hampshire, United Kingdom",,2
337,"Lear, Edward",Male,1812-1888,1812,1888,"Greater London, United Kingdom","San Remo, Italia",29
5813,"Lebedev, Alexander",,,,,,,1
1482,"Leck, Bart van der",Male,1876-1958,1876,1958,"Utrecht, Nederland","Blaricum, Nederland",2
6877,"Leckey, Mark",Male,born 1964,1964,,"London, United Kingdom",,5
1484,"Ledger, Janet",Female,born 1931,1931,,"Northampton, United Kingdom",,2
1485,"Ledward, Gilbert",Male,1888-1960,1888,1960,"Chelsea, United Kingdom","London, United Kingdom",1
2246,"Lee, Catherine",Female,born 1950,1950,,"Pampa, United States",,1
339,"Lee, Frederick Richard",Male,1799-1879,,,,,6
16778,"Lee, Seung-Taek",Male,born 1932,1932,,"Kowon-up, Choson Minjujuui In'min Konghwaguk",,1
1486,"Lee, Sydney",Male,1866-1949,1866,1949,"Manchester, United Kingdom","London, United Kingdom",2
340,"Lee, Thomas Stirling",Male,1857-1916,1857,1916,"London, United Kingdom","London, United Kingdom",1
8894,"Lee, Tim",Male,born 1975,,,,,2
2640,"Lee, Ufan",Male,born 1936,1936,,"Kyongsang-namdo, Taehan Min'guk",,3
2437,"Leech, John",Male,1817-1864,1817,,"London, United Kingdom",,6
1487,"Lees, Derwent",Male,1885-1931,1885,1931,"Melbourne, Australia","London, United Kingdom",5
1488,"Léger, Fernand",Male,1881-1955,1881,1955,"Argentan, France","Gif-sur-Yvette, France",12
1489,"Legnaghi, Igino",Male,born 1936,1936,,"Verona, Italia",,1
341,"Legros, Alphonse",Male,1837-1911,1837,1911,"Dijon, France","Watford, United Kingdom",36
1490,"Lehmbruck, Wilhelm",Male,1881-1919,1881,1919,"Meiderich, Deutschland","Berlin, Deutschland",1
1491,"Leigh, Maude Boughton",Female,c.1881-1945,,,,,1
342,"Leighton, Lord Frederic",Male,1830-1896,1830,1896,"Scarborough, United Kingdom","London, United Kingdom",27
1492,"Leirner, Felicia",Female,1904-1994,1904,,"Warszawa, Polska",,1
13769,"Leirner, Jac",Female,born 1961,1961,,Brasil,,1
12638,"Leirner, Nelson",Male,born 1932,1932,,Brasil,,1
343,"Lely, Sir Peter",Male,1618-1680,1618,1680,"Soest, Deutschland","London, United Kingdom",8
344,"Lemon, Arthur",Male,1850-1912,1850,1912,Isle of Man,"London, United Kingdom",2
1493,"Lenk, Kaspar-Thomas",Male,born 1933,1933,,"Berlin, Deutschland",,1
2513,"Lennox, Lord William Pitt",Male,1799-1881,1799,,"Midlothian, United Kingdom",,1
4828,"Leonard, Zoe",Female,born 1961,1961,,"Liberty, United States",,12
3192,Leonilson (José Leonilson Bezerra Dias),Male,1957-1993,1957,1993,"Fortaleza, Brasil","São Paulo, Brasil",1
1496,"Leslie, Alexander J.",Male,1873-1930,1873,1930,"London, United Kingdom","Lynton, United Kingdom",1
346,"Leslie, Charles Robert",Male,1794-1859,1794,,"London, United Kingdom",,19
347,"Leslie, George Dunlop",Male,1835-1921,1835,,"London, United Kingdom",,2
1497,"Lessore, Helen",Female,1907-1994,1907,,"London, United Kingdom",,2
1498,John,Male,born 1939,1939,,"London, United Kingdom",,7
348,"Lethaby, William Richard",Male,1857-1931,1857,1931,"Barnstaple, United Kingdom","London, United Kingdom",6
2278,"Lethbridge, Julian",Male,born 1947,1947,,"Colombo, Sri Lanka",,2
2297,"Lett-Haines, Arthur",Male,1894-1978,,,,,2
12048,"Leung, Yau",Male,1941-1997,1941,,"Victoria, Zhonghua",,2
1499,"Leverett, David",Male,born 1938,1938,,"Nottingham, United Kingdom",,29
2753,"Levine, Sherrie",Female,born 1947,1947,,"Hazleton, United States",,1
1943,"Levy, Simon",Male,1886-1973,1886,1973,"Strasbourg, France","Paris, France",1
1500,"Lewis, A. Neville",Male,1895-1972,1895,,"Cape Town, South Africa",,2
349,"Lewis, George Robert",Male,1782-1871,1782,,"London, United Kingdom",,11
350,"Lewis, John Frederick",Male,1805-1876,1805,,"London, United Kingdom",,27
1501,"Lewis, Morland",Male,1903-1943,1903,1943,"Carmarthen, United Kingdom",North Africa,2
1502,"Lewis, Wyndham",Male,1882-1957,1882,1957,"Amherst, Canada","London, United Kingdom",24
1504,"LeWitt, Sol",Male,1928-2007,1928,2007,"Hartford, United States","New York, United States",94
1506,"Lhote, André",Male,1885-1962,1885,1962,"Bordeaux, France","Paris, France",1
7467,"Li, Yuan-chia",Male,1929-1994,1929,1994,Zhonghua,"Carlisle, United Kingdom",16
13716,"Libera, Zbigniew",Male,born 1959,1959,,"Pabianice, Polska",,1
1507,"Liberman, Alexander",Male,1912-1999,1912,,"Kiyev, Ukrayina",,1
1508,"Lichtenstein, Roy",Male,1923-1997,1923,1997,"New York, United States",Manhattan Island,36
2237,"Lieber, Tom",Male,born 1949,1949,,"Saint Louis, United States",,1
1509,"Liebermann, Max",Male,1847-1935,1847,1935,"Berlin, Deutschland","Berlin, Deutschland",4
1510,"Lightfoot, Maxwell Gordon",Male,1886-1911,1886,1911,"Liverpool, United Kingdom","London, United Kingdom",1
10429,"Ligon, Glenn",Male,born 1960,1960,,"Bronx, United States",,3
